head,head_label,relation,tail,tail_label,description,chunk_id
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,传动机构,Component,空气阻尼式时间继电器包含传动机构,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,衔铁,Component,空气阻尼式时间继电器包含衔铁,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,滑块,Component,空气阻尼式时间继电器包含滑块,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,连杆,Component,空气阻尼式时间继电器包含连杆,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,反力弹簧,Component,空气阻尼式时间继电器包含反力弹簧,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,橡皮膜,Component,空气阻尼式时间继电器包含橡皮膜,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,活塞杆,Component,空气阻尼式时间继电器包含活塞杆,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,排气阀门,Component,空气阻尼式时间继电器包含排气阀门,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_COMPONENT,调节螺钉,Component,空气阻尼式时间继电器包含调节螺钉,船舶电气设备及系统::chunk_113
空气阻尼,Parameter,CAUSED_BY,橡皮膜,Component,橡皮膜运动时受到空气阻尼作用,船舶电气设备及系统::chunk_113
空气阻尼式时间继电器,Equipment,HAS_PARAMETER,延时,Parameter,继电器具有可调的延时时间参数,船舶电气设备及系统::chunk_114
延时,Parameter,CAUSED_BY,气室,Component,延时时间的长短与气室的进气量有关,船舶电气设备及系统::chunk_114
调节螺钉,Component,REPAIRED_BY,延时,Parameter,调节螺钉可整定延时时间,船舶电气设备及系统::chunk_114
热继电器,Equipment,DIAGNOSED_BY,电流的热效应,FaultPhenomenon,热继电器是利用电流的热效应而动作的,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_SAFETY_NOTE,过载保护,SafetyNote,适用于交流电动机的过载保护,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_SAFETY_NOTE,断相保护,SafetyNote,适用于交流电动机的断相保护,船舶电气设备及系统::chunk_114
双金属片,Component,HAS_COMPONENT,主动层,Component,双金属片包含主动层,船舶电气设备及系统::chunk_114
双金属片,Component,HAS_COMPONENT,被动层,Component,双金属片包含被动层,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_COMPONENT,双金属片,Component,热继电器包含双金属片,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_COMPONENT,发热元件,Component,热继电器包含发热元件,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_COMPONENT,杠杆,Component,热继电器包含杠杆,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_COMPONENT,弹簧,Component,热继电器包含弹簧,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_COMPONENT,触头,Component,热继电器包含触头,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,热继电器额定电流,Parameter,热继电器主要参数有热继电器额定电流,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,相数,Parameter,热继电器主要参数有相数,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,热元件额定电流,Parameter,热继电器主要参数有热元件额定电流,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,整定电流,Parameter,热继电器主要参数有整定电流,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,调节范围,Parameter,热继电器主要参数有调节范围,船舶电气设备及系统::chunk_114
热继电器,Equipment,HAS_PARAMETER,反时限特性,Parameter,热继电器的工作特性为反时限特性,船舶电气设备及系统::chunk_114
速度继电器,Equipment,HAS_COMPONENT,转轴,Component,速度继电器包含转轴,船舶电气设备及系统::chunk_114
转轴,Component,RELATED_TO,主令轴,Component,转轴与主令轴相连,船舶电气设备及系统::chunk_114
速度继电器,Equipment,HAS_COMPONENT,永久磁铁,Component,转轴上装有永久磁铁,船舶电气设备及系统::chunk_114
速度继电器,Equipment,HAS_COMPONENT,圆环,Component,速度继电器包含圆环,船舶电气设备及系统::chunk_114
圆环,Component,HAS_COMPONENT,笼形绕组,Component,环上嵌有笼式绕组,船舶电气设备及系统::chunk_114
圆环,Component,HAS_COMPONENT,胶木锤,Component,环上固定有胶木锤,船舶电气设备及系统::chunk_114
电磁制动器,Equipment,HAS_COMPONENT,圆盘式电磁制动器,Equipment,常见的有圆盘式,船舶电气设备及系统::chunk_114
电磁制动器,Equipment,HAS_COMPONENT,抱闸式电磁制动器,Equipment,常见的有抱闸式,船舶电气设备及系统::chunk_114
圆盘式电磁制动器,Equipment,HAS_COMPONENT,电磁刹车线圈,Component,包含电磁刹车线圈,船舶电气设备及系统::chunk_114
圆盘式电磁制动器,Equipment,HAS_COMPONENT,静摩擦片,Component,包含静摩擦片,船舶电气设备及系统::chunk_114
圆盘式电磁制动器,Equipment,HAS_COMPONENT,动摩擦片,Component,包含动摩擦片,船舶电气设备及系统::chunk_114
圆盘式电磁制动器,Equipment,HAS_COMPONENT,反作用弹簧,Component,包含反作用弹簧,船舶电气设备及系统::chunk_114
圆盘式电磁制动器,Equipment,HAS_PARAMETER,摩擦力矩,Parameter,制动时产生摩擦力矩,船舶电气设备及系统::chunk_114
螺栓,Component,REPAIRED_BY,反作用弹簧,Component,调整螺栓可以改变反作用弹簧制动力矩,船舶电气设备及系统::chunk_114
松闸时静、动摩擦片之间的擦碰,FaultPhenomenon,CAUSED_BY,间隙过小,FaultCause,间隙过小容易造成松闸时擦碰,船舶电气设备及系统::chunk_114
制动时产生较大机械碰撞,FaultPhenomenon,CAUSED_BY,间隙过大,FaultCause,间隙过大则在制动时产生较大机械碰撞,船舶电气设备及系统::chunk_114
抱闸式电磁制动器,Equipment,HAS_COMPONENT,制动电磁铁,Component,由制动电磁铁制成,船舶电气设备及系统::chunk_114
抱闸式电磁制动器,Equipment,HAS_COMPONENT,制动闸瓦,Component,由制动闸瓦制成,船舶电气设备及系统::chunk_114
抱闸式电磁制动器,Equipment,HAS_COMPONENT,抱闸闸瓦,Component,包含抱闸闸瓦,船舶电气设备及系统::chunk_114
抱闸式电磁制动器,Equipment,HAS_COMPONENT,电动机闸轮,Component,刹住电动机闸轮,船舶电气设备及系统::chunk_114
制动电磁铁,Component,HAS_COMPONENT,制动电磁铁线圈,Component,线圈通电后产生吸力,船舶电气设备及系统::chunk_115
制动电磁铁线圈,Component,HAS_PARAMETER,弹簧力,Parameter,断电时弹簧力使闸瓦动作,船舶电气设备及系统::chunk_115
抱闸式电磁制动器,Equipment,HAS_SAFETY_NOTE,短路电流保护,SafetyNote,电动机控制须具备的保护之一,船舶电气设备及系统::chunk_115
抱闸式电磁制动器,Equipment,HAS_SAFETY_NOTE,过载保护,SafetyNote,电动机控制须具备的保护之一,船舶电气设备及系统::chunk_115
抱闸式电磁制动器,Equipment,HAS_SAFETY_NOTE,欠电压保护,SafetyNote,电动机控制须具备的保护之一,船舶电气设备及系统::chunk_115
抱闸式电磁制动器,Equipment,HAS_SAFETY_NOTE,缺相保护,SafetyNote,三相交流电动机须具备的保护,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,隔离开关QS,Equipment,控制电路包含隔离开关,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,停止指示灯HL1,Component,控制电路包含停止指示灯,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,起动按钮SB1,Component,控制电路包含起动按钮,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,接触器线圈KM,Component,控制电路包含接触器线圈,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,主触头KM,Component,主电路包含主触头,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,电动机定子绕组,Component,电动机定子绕组接到三相电源,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,接触器辅触头KM,Component,控制电路包含辅触头,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,运行指示灯HL2,Component,控制电路包含运行指示灯,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,停止按钮SBT2,Component,控制电路包含停止按钮,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,熔断器FU,Equipment,主电路和控制电路装有熔断器,船舶电气设备及系统::chunk_115
交流磁力起动器,Equipment,HAS_COMPONENT,热继电器FR,Equipment,装有热继电器以实现过载保护,船舶电气设备及系统::chunk_115
熔断器FU,Equipment,HAS_SAFETY_NOTE,短路电流保护,SafetyNote,熔断器用于实现短路保护,船舶电气设备及系统::chunk_115
热继电器FR,Equipment,HAS_SAFETY_NOTE,过载保护,SafetyNote,热继电器用于实现过载保护,船舶电气设备及系统::chunk_115
热继电器FR,Equipment,HAS_COMPONENT,脱扣机构,Component,热继电器包含脱扣机构,船舶电气设备及系统::chunk_115
热继电器FR,Equipment,HAS_COMPONENT,常闭触头FR,Component,热继电器包含常闭触头,船舶电气设备及系统::chunk_115
继电器,Equipment,HAS_COMPONENT,吸引线圈,Component,继电器具备吸引线圈,船舶电气设备及系统::chunk_117
接触器,Equipment,HAS_COMPONENT,吸引线圈,Component,接触器具备吸引线圈,船舶电气设备及系统::chunk_117
吸引线圈,Component,HAS_PARAMETER,吸合电压 U*x,Parameter,吸引线圈具有吸合电压参数,船舶电气设备及系统::chunk_117
吸引线圈,Component,HAS_PARAMETER,释放电压 U*f,Parameter,吸引线圈具有释放电压参数,船舶电气设备及系统::chunk_117
吸合电压 U*x,Parameter,RELATED_TO,额定电压,Parameter,吸合电压整定基于额定电压,船舶电气设备及系统::chunk_117
释放电压 U*f,Parameter,RELATED_TO,额定电压,Parameter,释放电压整定基于额定电压,船舶电气设备及系统::chunk_117
三相交流异步电动机,Equipment,HAS_FAULT,单相运行,FaultPhenomenon,电动机可能发生单相运行故障,船舶电气设备及系统::chunk_117
单相运行,FaultPhenomenon,CAUSED_BY,缺相故障,FaultPhenomenon,单相运行由缺相故障引起,船舶电气设备及系统::chunk_117
单相运行,FaultPhenomenon,CAUSED_BY,定子电流,Parameter,单相运行导致定子电流增大,船舶电气设备及系统::chunk_117
单相运行,FaultPhenomenon,HAS_FAULT,电机发热烧坏,FaultPhenomenon,单相运行可能导致电机发热烧坏,船舶电气设备及系统::chunk_117
单相运行,FaultPhenomenon,HAS_FAULT,电振动,FaultPhenomenon,单相运行伴随电振动,船舶电气设备及系统::chunk_117
单相运行,FaultPhenomenon,HAS_FAULT,机械振动,FaultPhenomenon,单相运行伴随机械振动,船舶电气设备及系统::chunk_117
热继电器FR,Equipment,DIAGNOSED_BY,缺相故障,FaultPhenomenon,热继电器用于检测缺相故障,船舶电气设备及系统::chunk_117
热继电器FR,Equipment,REPAIRED_BY,接触器,Equipment,热继电器断开接触器电源,船舶电气设备及系统::chunk_117
热继电器FR,Equipment,HAS_COMPONENT,发热元件,Component,热继电器包含发热元件,船舶电气设备及系统::chunk_117
发热元件,Component,BELONGS_TO,三相主电路,System,发热元件串接在三相主电路中,船舶电气设备及系统::chunk_117
缺相故障,FaultPhenomenon,DIAGNOSED_BY,发热元件,Component,缺相故障被发热元件检测到,船舶电气设备及系统::chunk_117
控制线路,System,RELATED_TO,点动控制,RepairMethod,控制线路包含点动控制环节,船舶电气设备及系统::chunk_117
点动控制,RepairMethod,RELATED_TO,甲板舷梯起落设备,Equipment,点动控制用于甲板舷梯起落设备,船舶电气设备及系统::chunk_117
点动控制,RepairMethod,RELATED_TO,主机盘车机,Equipment,点动控制用于主机盘车机,船舶电气设备及系统::chunk_117
点动控制,RepairMethod,HAS_COMPONENT,按钮 SB*1,Component,点动控制使用按钮SB*1,船舶电气设备及系统::chunk_117
按钮 SB*1,Component,REPAIRED_BY,接触器KM,Equipment,按下按钮SB*1使接触器KM获电,船舶电气设备及系统::chunk_117
接触器KM,Equipment,REPAIRED_BY,主电路,System,接触器KM接通主电路,船舶电气设备及系统::chunk_117
连续控制,RepairMethod,HAS_COMPONENT,常开辅触头KM,Component,连续控制使用常开辅触头KM,船舶电气设备及系统::chunk_117
常开辅触头KM,Component,RELATED_TO,起动按钮SB1,Component,常开辅触头KM与起动按钮SB*1并联,船舶电气设备及系统::chunk_117
常开辅触头KM,Component,RELATED_TO,自锁触头,Component,常开辅触头KM即自锁触头,船舶电气设备及系统::chunk_117
连续控制,RepairMethod,HAS_COMPONENT,停车按钮 SB*2,Component,连续控制使用停车按钮SB*2,船舶电气设备及系统::chunk_117
行程控制,RepairMethod,RELATED_TO,船舶舵机,Equipment,行程控制用于船舶舵机,船舶电气设备及系统::chunk_117
行程控制,RepairMethod,RELATED_TO,起货机提升机构,Equipment,行程控制用于起货机提升机构,船舶电气设备及系统::chunk_117
行程控制,RepairMethod,HAS_COMPONENT,行程开关,Equipment,行程控制使用行程开关,船舶电气设备及系统::chunk_117
行程开关,Equipment,HAS_COMPONENT,常闭触头 SQ*1,Component,行程开关具有常闭触头SQ*1,船舶电气设备及系统::chunk_117
常闭触头 SQ*1,Component,RELATED_TO,停止控钮 SB*2,Component,常闭触头SQ*1与停止控钮SB*2串联,船舶电气设备及系统::chunk_117
行程控制,RepairMethod,RELATED_TO,限位控制,RepairMethod,行程控制是一种限位控制,船舶电气设备及系统::chunk_117
多地点控制,System,HAS_COMPONENT,起动按钮,Component,多地点控制使用多个起动按钮,船舶电气设备及系统::chunk_118
多地点控制,System,HAS_COMPONENT,停车按钮,Component,多地点控制使用多个停车按钮,船舶电气设备及系统::chunk_118
互锁控制,System,HAS_SAFETY_NOTE,正反转互锁保护,SafetyNote,互锁控制包含正反转互锁保护,船舶电气设备及系统::chunk_118
正反转互锁保护,SafetyNote,HAS_COMPONENT,接触器触头 KMF,Component,正反转互锁保护由接触器触头KMF构成,船舶电气设备及系统::chunk_118
